Model,MDO3104
Firmware Version,1.10

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-05,
Horizontal Delay,-2.18e-05,
Sample Interval,2e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,500
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,250
Vertical Position,-0.66,-0.66
,,
,,
,,
Label,,
TIME,CH1,CH2
2.246000e-05,0.0192188,-2.8125
2.248000e-05,0.00734375,-0.585938
2.250000e-05,0.010625,-2.1875
2.252000e-05,0.0129687,-1.28906
2.254000e-05,0.014375,-0.742188
2.256000e-05,0.008125,-0.585938
2.258000e-05,0.010625,0.820312
2.260000e-05,0.0078125,1.67969
2.262000e-05,0.0096875,-0.703125
2.264000e-05,0.00984375,-1.36719
2.266000e-05,0.00859375,-2.22656
2.268000e-05,0.00703125,0.429688
2.270000e-05,0.00484375,0.546875
2.272000e-05,0.0078125,0.390625
2.274000e-05,0.0053125,-1.09375
2.276000e-05,0.0009375,-1.17188
2.278000e-05,0.0104688,0.234375
2.280000e-05,0.0126563,-2.5
2.282000e-05,0.009375,0.078125
2.284000e-05,0.0065625,0.46875
2.286000e-05,0.0021875,0.351562
2.288000e-05,0.0078125,-1.09375
2.290000e-05,0.0142188,-0.429688
2.292000e-05,0.00734375,-0.117188
2.294000e-05,0.00984375,1.44531
2.296000e-05,0.009375,0.429688
2.298000e-05,0.00859375,-1.09375
2.300000e-05,0.0078125,-0.507812
2.302000e-05,0.00953125,0.546875
2.304000e-05,0.01,0.15625
2.306000e-05,0.00609375,-1.44531
2.308000e-05,0.00953125,-1.13281
2.310000e-05,0.0178125,-1.71875
2.312000e-05,0.0154688,-0.664062
2.314000e-05,0.00765625,-0.9375
2.316000e-05,0.00390625,0.625
2.318000e-05,0.0110938,1.99219
2.320000e-05,0.0135938,-0.15625
2.322000e-05,0.0025,0.390625
2.324000e-05,0.0065625,0.898438
2.326000e-05,0.00421875,-1.5625
2.328000e-05,0.0101562,-2.77344
2.330000e-05,0.00296875,0.859375
2.332000e-05,0.0121875,-1.52344
2.334000e-05,0.00828125,-0.546875
2.336000e-05,0.0053125,-1.67969
2.338000e-05,0.00484375,-2.14844
2.340000e-05,0.0107812,0.390625
2.342000e-05,0.0109375,-2.34375
2.344000e-05,0.0159375,-3.98438
2.346000e-05,0.00984375,1.48438
2.348000e-05,0.004375,0.703125
2.350000e-05,0.0107812,-1.79688
2.352000e-05,0.00671875,-1.09375
2.354000e-05,0.00890625,-2.85156
2.356000e-05,0.0084375,-0.820312
2.358000e-05,0.010625,-2.10938
2.360000e-05,0.00546875,-0.234375
2.362000e-05,-0.0015625,0.15625
2.364000e-05,0.008125,-2.5
2.366000e-05,0.009375,1.13281
2.368000e-05,0.00609375,-0.0390625
2.370000e-05,0.00765625,0.625
2.372000e-05,0.00421875,-0.117188
2.374000e-05,0.0121875,0.703125
2.376000e-05,0.0096875,0.898438
2.378000e-05,0.005625,-0.3125
2.380000e-05,0.011875,0.195312
2.382000e-05,0.0126563,0.15625
2.384000e-05,0.00859375,-0.546875
2.386000e-05,0.0114063,2.53906
2.388000e-05,0.00734375,0
2.390000e-05,0.0025,-1.17188
2.392000e-05,0.00125,1.44531
2.394000e-05,0.00671875,-0.859375
2.396000e-05,-0.000625,0.859375
2.398000e-05,0.0171875,1.44531
2.400000e-05,0.0171875,0.78125
2.402000e-05,0.0103125,-0.15625
2.404000e-05,0.0115625,0.78125
2.406000e-05,0.0121875,-0.9375
2.408000e-05,0.00125,2.92969
2.410000e-05,0.00703125,0.507812
2.412000e-05,0.005,1.36719
2.414000e-05,0.0009375,-1.13281
2.416000e-05,0.0151562,-1.25
2.418000e-05,0.0121875,2.10938
2.420000e-05,0.0090625,-1.64062
2.422000e-05,0.00578125,0.195312
2.424000e-05,0.011875,-1.28906
2.426000e-05,0.00921875,2.38281
2.428000e-05,0.0040625,1.32812
2.430000e-05,0.010625,2.30469
2.432000e-05,0.0104688,0.820312
2.434000e-05,0.0109375,0.898438
2.436000e-05,0.006875,1.5625
2.438000e-05,0.0078125,2.10938
2.440000e-05,0.00953125,1.44531
2.442000e-05,0.010625,0
2.444000e-05,0.009375,1.40625
2.446000e-05,0.010625,1.13281
2.448000e-05,0.0103125,0.273438
2.450000e-05,0.0075,-0.0390625
2.452000e-05,0.00609375,-1.28906
2.454000e-05,0.0065625,0.859375
2.456000e-05,0.00859375,0.742188
2.458000e-05,0.0110938,0.976562
2.460000e-05,0.00640625,-0.742188
2.462000e-05,0.0129687,1.64062
2.464000e-05,0.0125,-0.9375
2.466000e-05,0.0084375,-0.429688
2.468000e-05,0.00875,1.48438
2.470000e-05,0.0084375,-1.25
2.472000e-05,0.0109375,2.38281
2.474000e-05,0.00421875,-0.351562
2.476000e-05,0.013125,0.898438
2.478000e-05,0.0125,1.05469
2.480000e-05,0.005625,-1.71875
2.482000e-05,0.0135938,0.703125
2.484000e-05,0.0103125,1.09375
2.486000e-05,0.0075,1.13281
2.488000e-05,0.0184375,-2.38281
2.490000e-05,0.00265625,0.507812
2.492000e-05,0.0189063,-0.117188
2.494000e-05,0.0132813,0.625
2.496000e-05,0.00375,0.3125
2.498000e-05,0.0078125,1.99219
2.500000e-05,0.00625,1.79688
2.502000e-05,0.0084375,0.351562
2.504000e-05,0.0046875,-0.625
2.506000e-05,0.00328125,0.507812
2.508000e-05,0.00984375,3.00781
2.510000e-05,0.00859375,-1.91406
2.512000e-05,0.0121875,-4.45312
2.514000e-05,0.00765625,-0.585938
2.516000e-05,0.0103125,-0.390625
2.518000e-05,0.01875,2.73438
2.520000e-05,0.0075,1.21094
2.522000e-05,0.0084375,3.86719
2.524000e-05,0.0114063,-2.89062
2.526000e-05,0.016875,-0.078125
2.528000e-05,0.0182813,0.585938
2.530000e-05,0.00984375,1.05469
2.532000e-05,0.0129687,0.273438
2.534000e-05,0.00734375,0.546875
2.536000e-05,0.00703125,2.77344
2.538000e-05,0.0078125,-0.9375
2.540000e-05,0.0103125,-0.585938
2.542000e-05,0.0128125,1.05469
2.544000e-05,0.0160938,-0.664062
2.546000e-05,0.00765625,2.07031
2.548000e-05,0.00265625,-0.0390625
2.550000e-05,0.00171875,1.44531
2.552000e-05,0.006875,-1.05469
2.554000e-05,0.00703125,0.78125
2.556000e-05,0.0104688,-1.05469
2.558000e-05,0.009375,-0.195312
2.560000e-05,0.0159375,-1.64062
2.562000e-05,0.0110938,0.351562
2.564000e-05,0.00671875,1.52344
2.566000e-05,0.0059375,-1.28906
2.568000e-05,0.0132813,0.507812
2.570000e-05,0.00578125,0.507812
2.572000e-05,0.00328125,-1.28906
2.574000e-05,0.00953125,-0.0390625
2.576000e-05,0.00875,0.78125
2.578000e-05,-0.00078125,1.05469
2.580000e-05,0.005,0.585938
2.582000e-05,0.00609375,-1.5625
2.584000e-05,0.00921875,1.75781
2.586000e-05,0.0053125,1.01562
2.588000e-05,0.0153125,2.61719
2.590000e-05,0.00875,-0.46875
2.592000e-05,0.0071875,0.117188
2.594000e-05,0.01125,2.30469
2.596000e-05,0.00875,-0.15625
2.598000e-05,0.00640625,1.09375
2.600000e-05,0.0071875,0.898438
2.602000e-05,0.00125,1.67969
2.604000e-05,0.0034375,3.39844
2.606000e-05,0.0075,3.39844
2.608000e-05,0.0120313,1.52344
2.610000e-05,0.0021875,0.664062
2.612000e-05,0.00265625,1.17188
2.614000e-05,0.00875,-1.36719
2.616000e-05,0.0170313,1.5625
2.618000e-05,0.00671875,1.52344
2.620000e-05,0.0110938,0.898438
2.622000e-05,0.0101562,-0.585938
2.624000e-05,0.009375,2.65625
2.626000e-05,0.011875,0.117188
2.628000e-05,0.0053125,-1.95312
2.630000e-05,0.00421875,2.10938
2.632000e-05,0.00921875,0.898438
2.634000e-05,0.0120313,0.898438
2.636000e-05,0.0120313,-2.10938
2.638000e-05,0.00359375,1.44531
2.640000e-05,0.0120313,1.01562
2.642000e-05,0.00859375,0.234375
2.644000e-05,0.0059375,-0.390625
2.646000e-05,0.0104688,-0.664062
2.648000e-05,0.0139063,-1.25
2.650000e-05,0.0034375,0.664062
2.652000e-05,0.0134375,1.09375
2.654000e-05,0.00765625,2.1875
2.656000e-05,0.0101562,0.976562
2.658000e-05,0.0164063,-0.195312
2.660000e-05,0.0046875,2.38281
2.662000e-05,0.00859375,0.429688
2.664000e-05,0.005,1.28906
2.666000e-05,0.0157812,0.625
2.668000e-05,0.00796875,1.48438
2.670000e-05,0.0135938,1.25
2.672000e-05,0.0126563,0.859375
2.674000e-05,0.008125,0.078125
2.676000e-05,0.0046875,-1.21094
2.678000e-05,0.00734375,0.703125
2.680000e-05,0.0126563,-0.703125
2.682000e-05,0.0114063,-0.742188
2.684000e-05,0.00984375,3.16406
2.686000e-05,0.005625,1.13281
2.688000e-05,0.00734375,-0.742188
2.690000e-05,0.0134375,0.664062
2.692000e-05,0.0151562,1.28906
2.694000e-05,0.0059375,-0.703125
2.696000e-05,0.0034375,0.0390625
2.698000e-05,0.00984375,-2.26562
2.700000e-05,0.00703125,0.9375
2.702000e-05,0.00546875,0.078125
2.704000e-05,0.0132813,2.8125
2.706000e-05,0.00421875,1.52344
2.708000e-05,0.009375,-2.10938
2.710000e-05,0.0139063,0.976562
2.712000e-05,0.0053125,1.67969
2.714000e-05,0.00515625,2.07031
2.716000e-05,-0.0009375,1.32812
2.718000e-05,0.0059375,-1.28906
2.720000e-05,0.00859375,0.15625
2.722000e-05,0.0120313,1.52344
2.724000e-05,0.00734375,2.14844
2.726000e-05,0.01,2.92969
2.728000e-05,0.0101562,1.32812
2.730000e-05,0.00890625,2.65625
2.732000e-05,0.01125,0.9375
2.734000e-05,0.003125,1.83594
2.736000e-05,0.0121875,1.17188
2.738000e-05,0.00828125,-1.36719
2.740000e-05,0.015,1.32812
2.742000e-05,0.0121875,-0.742188
2.744000e-05,0.0109375,-0.625
2.746000e-05,0.00984375,-0.234375
2.748000e-05,0.0135938,1.05469
2.750000e-05,0.005625,0.078125
2.752000e-05,0.00578125,-1.01562
2.754000e-05,0.0195312,1.32812
2.756000e-05,0.0078125,1.64062
2.758000e-05,0.0117188,1.79688
2.760000e-05,0.016875,0.546875
2.762000e-05,0.0101562,1.875
2.764000e-05,0.0096875,-0.195312
2.766000e-05,0.0146875,0.429688
2.768000e-05,0.00546875,1.91406
2.770000e-05,0.0101562,1.60156
2.772000e-05,0.00546875,1.25
2.774000e-05,0.0078125,0.585938
2.776000e-05,0.00515625,-0.390625
2.778000e-05,0.00890625,-0.3125
2.780000e-05,0.0229687,3.04688
2.782000e-05,0.0053125,1.52344
2.784000e-05,0.0101562,-0.898438
2.786000e-05,0.00671875,2.34375
2.788000e-05,0.0176563,1.71875
2.790000e-05,0.00734375,-1.64062
2.792000e-05,0.0114063,1.875
2.794000e-05,0.0145312,2.26562
2.796000e-05,0.00453125,-0.351562
2.798000e-05,0.0135938,0.78125
2.800000e-05,0.00734375,0.78125
2.802000e-05,0.00953125,-0.117188
2.804000e-05,0.015,1.95312
2.806000e-05,0.00984375,-0.3125
2.808000e-05,0.00859375,-0.234375
2.810000e-05,0.0146875,-0.15625
2.812000e-05,0.00921875,0.859375
2.814000e-05,0.00484375,0.3125
2.816000e-05,0.00265625,-1.64062
2.818000e-05,0.0145312,-1.25
2.820000e-05,0.014375,0.390625
2.822000e-05,0.005625,1.91406
2.824000e-05,0.0121875,0.78125
2.826000e-05,0.0175,1.28906
2.828000e-05,0.00890625,0.46875
2.830000e-05,0.00859375,-0.078125
2.832000e-05,0.00515625,2.61719
2.834000e-05,0.0115625,-1.09375
2.836000e-05,0.0071875,0
2.838000e-05,0.0140625,1.44531
2.840000e-05,0.0146875,2.69531
2.842000e-05,0.00359375,2.42188
2.844000e-05,0.0065625,0.078125
2.846000e-05,0.0115625,0.898438
2.848000e-05,0.0126563,1.64062
2.850000e-05,0.009375,2.34375
2.852000e-05,0.0153125,0.703125
2.854000e-05,0.004375,-0.859375
2.856000e-05,0.0128125,2.14844
2.858000e-05,0.0117188,0.3125
2.860000e-05,0.00671875,3.20312
2.862000e-05,0.0139063,-0.195312
2.864000e-05,-0.000625,1.48438
2.866000e-05,0.0114063,2.38281
2.868000e-05,0.0170313,0.117188
2.870000e-05,0.0145312,0.46875
2.872000e-05,0.00421875,0.273438
2.874000e-05,0.0021875,1.83594
2.876000e-05,0.0107812,0.898438
2.878000e-05,0.00375,2.61719
2.880000e-05,0.005625,1.48438
2.882000e-05,0.00859375,0.664062
2.884000e-05,0.011875,1.99219
2.886000e-05,0.01875,1.875
2.888000e-05,0.0151562,0.820312
2.890000e-05,0.0059375,0.9375
2.892000e-05,0.0123437,-0.546875
2.894000e-05,0.00375,1.52344
2.896000e-05,0.00953125,0.46875
2.898000e-05,0.00875,1.60156
2.900000e-05,0.00796875,0.429688
2.902000e-05,0.0151562,1.52344
2.904000e-05,0.0140625,0.585938
2.906000e-05,0.0140625,0.3125
2.908000e-05,0.00953125,0.546875
2.910000e-05,0.0046875,1.71875
2.912000e-05,0.00890625,0.742188
2.914000e-05,0.0101562,1.05469
2.916000e-05,0.00625,1.44531
2.918000e-05,0.0096875,0.429688
2.920000e-05,0.01375,2.03125
2.922000e-05,0.0034375,1.83594
2.924000e-05,0.013125,0.625
2.926000e-05,0.0115625,-0.234375
2.928000e-05,0.0053125,0.195312
2.930000e-05,0.006875,0.0390625
2.932000e-05,0.0075,2.73438
2.934000e-05,0.005625,2.07031
2.936000e-05,0.00234375,4.6875
2.938000e-05,0.0075,3.04688
2.940000e-05,0.00984375,0.742188
2.942000e-05,0.0034375,0.78125
2.944000e-05,0.00421875,0
2.946000e-05,0.00984375,2.65625
2.948000e-05,0.0110938,0.0390625
2.950000e-05,0.0121875,2.34375
2.952000e-05,0.0157812,2.69531
2.954000e-05,0.0078125,0.664062
2.956000e-05,0.010625,1.01562
2.958000e-05,0.00546875,1.09375
2.960000e-05,0.00390625,1.01562
2.962000e-05,-0.0003125,1.05469
2.964000e-05,0.0046875,1.36719
2.966000e-05,0.00390625,1.83594
2.968000e-05,0.0015625,0.820312
2.970000e-05,0.0109375,0.195312
2.972000e-05,0.00875,2.46094
2.974000e-05,0.0148438,2.5
2.976000e-05,0.0120313,0.078125
2.978000e-05,0.0145312,3.59375
2.980000e-05,-0.00078125,4.25781
2.982000e-05,0.00984375,-0.273438
2.984000e-05,0.00734375,2.03125
2.986000e-05,0.0053125,1.13281
2.988000e-05,0.0142188,2.38281
2.990000e-05,0.00890625,1.83594
2.992000e-05,0.0084375,2.46094
2.994000e-05,0.0146875,0.0390625
2.996000e-05,0.0104688,2.8125
2.998000e-05,0.011875,2.92969
3.000000e-05,0.00234375,3.125
3.002000e-05,0.019375,2.34375
3.004000e-05,0.00859375,-0.078125
3.006000e-05,0.01125,1.44531
3.008000e-05,0.0142188,0.976562
3.010000e-05,0.010625,0.507812
3.012000e-05,0.0096875,2.03125
3.014000e-05,0.00828125,1.48438
3.016000e-05,0.0145312,1.48438
3.018000e-05,0.00515625,0.507812
3.020000e-05,0.0126563,2.65625
3.022000e-05,0.0132813,2.38281
3.024000e-05,0.0078125,3.67188
3.026000e-05,0.0078125,-0.273438
3.028000e-05,0.00140625,3.16406
3.030000e-05,0.010625,1.09375
3.032000e-05,0.00546875,-1.44531
3.034000e-05,0.011875,2.73438
3.036000e-05,0.00859375,-1.05469
3.038000e-05,0.009375,2.30469
3.040000e-05,0.010625,2.57812
3.042000e-05,0.010625,2.46094
3.044000e-05,0.008125,-0.9375
3.046000e-05,0.0134375,-0.429688
3.048000e-05,0.0134375,1.875
3.050000e-05,0.00359375,0.625
3.052000e-05,0.00125,0.9375
3.054000e-05,0.0142188,1.67969
3.056000e-05,0.006875,2.30469
3.058000e-05,0.00140625,1.83594
3.060000e-05,0.00984375,-0.078125
3.062000e-05,0.0110938,-0.3125
3.064000e-05,0.00953125,0.429688
3.066000e-05,0.0129687,-0.195312
3.068000e-05,0.0121875,1.13281
3.070000e-05,0.01125,1.64062
3.072000e-05,0.0126563,5.66406
3.074000e-05,0.0034375,1.09375
3.076000e-05,0.00703125,-0.546875
3.078000e-05,0.0125,4.72656
3.080000e-05,0.0164063,0.898438
3.082000e-05,0.0084375,2.30469
3.084000e-05,0.00828125,2.07031
3.086000e-05,0.0121875,0.351562
3.088000e-05,0.0059375,-0.15625
3.090000e-05,0.00828125,3.90625
3.092000e-05,0.0117188,1.09375
3.094000e-05,0.0159375,2.92969
3.096000e-05,0.0090625,1.83594
3.098000e-05,0.00265625,2.5
3.100000e-05,0.0071875,2.38281
3.102000e-05,0.0096875,3.28125
3.104000e-05,0.0015625,1.17188
3.106000e-05,0.0103125,2.5
3.108000e-05,0.0090625,-0.976562
3.110000e-05,0.0101562,-0.078125
3.112000e-05,0.0110938,1.25
3.114000e-05,0.00703125,2.34375
3.116000e-05,0.01125,2.73438
3.118000e-05,0.0040625,0.898438
3.120000e-05,0.00875,0.820312
3.122000e-05,0.01,1.60156
3.124000e-05,0.0104688,0.273438
3.126000e-05,0.0165625,0.429688
3.128000e-05,0.01,3.08594
3.130000e-05,0.00953125,3.04688
3.132000e-05,0.0120313,-0.0390625
3.134000e-05,0.0145312,2.85156
3.136000e-05,0.0096875,1.21094
3.138000e-05,0.0190625,3.63281
3.140000e-05,0.00734375,2.8125
3.142000e-05,0.0123437,1.75781
3.144000e-05,0.014375,2.26562
3.146000e-05,0.00796875,1.75781
3.148000e-05,0.0053125,2.10938
3.150000e-05,0.0117188,1.40625
3.152000e-05,0.006875,-1.5625
3.154000e-05,-0.00109375,2.53906
3.156000e-05,0.0121875,2.26562
3.158000e-05,0.00875,1.52344
3.160000e-05,0.0104688,1.5625
3.162000e-05,0.00953125,3.00781
3.164000e-05,0.0034375,2.14844
3.166000e-05,0.0101562,1.71875
3.168000e-05,0.00984375,1.44531
3.170000e-05,0.0104688,2.85156
3.172000e-05,0.0084375,1.32812
3.174000e-05,0.0154688,2.85156
3.176000e-05,0.00671875,2.85156
3.178000e-05,0.00859375,1.75781
3.180000e-05,0.00234375,0.546875
3.182000e-05,0.01125,1.75781
3.184000e-05,0.0090625,1.83594
3.186000e-05,0.0109375,4.45312
3.188000e-05,0.0071875,1.44531
3.190000e-05,0.00734375,3.28125
3.192000e-05,0.009375,2.69531
3.194000e-05,0.0071875,3.28125
3.196000e-05,0.0096875,0.546875
3.198000e-05,0.00875,2.14844
3.200000e-05,0.0053125,1.71875
3.202000e-05,0.0159375,1.21094
3.204000e-05,0.00984375,1.71875
3.206000e-05,0.0084375,0.3125
3.208000e-05,0.0046875,2.57812
3.210000e-05,0.0071875,3.08594
3.212000e-05,0.010625,-0.390625
3.214000e-05,0.00546875,4.76562
3.216000e-05,0.0078125,1.17188
3.218000e-05,0.0126563,3.51562
3.220000e-05,0.00578125,1.5625
3.222000e-05,0.00578125,3.08594
3.224000e-05,0.01125,2.85156
3.226000e-05,0.0046875,2.53906
3.228000e-05,0.011875,1.48438
3.230000e-05,0.0107812,1.25
3.232000e-05,0.00765625,1.60156
3.234000e-05,0.0103125,1.91406
3.236000e-05,0.00171875,3.55469
3.238000e-05,0.0075,0.507812
3.240000e-05,0.015625,1.13281
3.242000e-05,0.0154688,0.078125
3.244000e-05,0.00625,2.03125
3.246000e-05,0.0146875,1.36719
3.248000e-05,0.0145312,-0.117188
3.250000e-05,0.011875,3.08594
3.252000e-05,0.00640625,3.08594
3.254000e-05,0.0046875,1.95312
3.256000e-05,0.0109375,1.99219
3.258000e-05,0.0134375,1.21094
3.260000e-05,0.00796875,2.57812
3.262000e-05,0.0110938,2.26562
3.264000e-05,0.0123437,4.14062
3.266000e-05,0.00703125,1.5625
3.268000e-05,0.00875,-0.507812
3.270000e-05,0.0142188,1.52344
3.272000e-05,0.0078125,2.03125
3.274000e-05,0.0129687,3.39844
3.276000e-05,0.0125,1.60156
3.278000e-05,0.00515625,1.32812
3.280000e-05,0.00859375,-0.117188
3.282000e-05,0.0120313,1.36719
3.284000e-05,0.0075,3.08594
3.286000e-05,0.0134375,1.52344
3.288000e-05,0.0115625,1.75781
3.290000e-05,0.00984375,-0.351562
3.292000e-05,0.00828125,1.40625
3.294000e-05,0.0104688,2.34375
3.296000e-05,0.009375,2.96875
3.298000e-05,0.00125,1.32812
3.300000e-05,0.015,1.48438
3.302000e-05,0.0146875,-0.234375
3.304000e-05,0.010625,5.3125
3.306000e-05,0.00265625,2.65625
3.308000e-05,0.0084375,3.55469
3.310000e-05,0.00328125,1.71875
3.312000e-05,0.001875,2.14844
3.314000e-05,0.004375,0.976562
3.316000e-05,0.00828125,-0.3125
3.318000e-05,0.0025,2.26562
3.320000e-05,0.0117188,1.05469
3.322000e-05,0.0090625,3.75
3.324000e-05,0.00484375,1.5625
3.326000e-05,0.0148438,3.86719
3.328000e-05,0.0151562,1.21094
3.330000e-05,0.00734375,1.67969
3.332000e-05,0.0129687,0.9375
3.334000e-05,0.00671875,2.14844
3.336000e-05,0.0103125,2.34375
3.338000e-05,0.0034375,0
3.340000e-05,0.00703125,3.00781
3.342000e-05,0.0046875,2.14844
3.344000e-05,-0.0015625,2.69531
3.346000e-05,0.00890625,6.01562
3.348000e-05,-0.00125,1.95312
3.350000e-05,0.0107812,2.38281
3.352000e-05,0.00734375,2.22656
3.354000e-05,0.0103125,2.22656
3.356000e-05,0.008125,0.703125
3.358000e-05,0.010625,4.10156
3.360000e-05,0.0096875,0.78125
3.362000e-05,0.0123437,1.75781
3.364000e-05,0.00796875,2.85156
3.366000e-05,0.00703125,2.89062
3.368000e-05,0.0107812,1.44531
3.370000e-05,0.0135938,1.25
3.372000e-05,0.00984375,0.625
3.374000e-05,0.0065625,1.48438
3.376000e-05,0.0046875,2.38281
3.378000e-05,0.008125,2.22656
3.380000e-05,0.00375,2.07031
3.382000e-05,0.0104688,2.5
3.384000e-05,0.0071875,2.92969
3.386000e-05,0.00875,0.585938
3.388000e-05,0.00203125,0.46875
3.390000e-05,0.003125,1.83594
3.392000e-05,0.015,3.16406
3.394000e-05,0.0071875,0.46875
3.396000e-05,0.00203125,3.90625
3.398000e-05,0.00890625,3.16406
3.400000e-05,0.00984375,1.13281
3.402000e-05,0.0101562,3.82812
3.404000e-05,0.0040625,1.91406
3.406000e-05,0.00734375,0.742188
3.408000e-05,0.00984375,3.24219
3.410000e-05,0.00796875,2.14844
3.412000e-05,0.0140625,1.01562
3.414000e-05,0.00890625,1.64062
3.416000e-05,0.006875,2.8125
3.418000e-05,0.015,0.15625
3.420000e-05,0.0123437,3.55469
3.422000e-05,0.00921875,1.71875
3.424000e-05,0.0114063,1.09375
3.426000e-05,0.00640625,1.40625
3.428000e-05,0.0151562,0.976562
3.430000e-05,0.0139063,-0.078125
3.432000e-05,0.00125,1.48438
3.434000e-05,0.01125,3.32031
3.436000e-05,0.0103125,2.53906
3.438000e-05,0.0114063,0.9375
3.440000e-05,0.0101562,2.69531
3.442000e-05,0.00734375,1.60156
3.444000e-05,0.0065625,1.67969
3.446000e-05,0.011875,0.976562
3.448000e-05,0.0165625,0.9375
3.450000e-05,0.0201562,0.3125
3.452000e-05,0.00953125,2.46094
3.454000e-05,0.0025,0.429688
3.456000e-05,0.0167188,1.79688
3.458000e-05,0.00125,0.742188
3.460000e-05,0.00640625,2.61719
3.462000e-05,0.00703125,1.75781
3.464000e-05,0.00578125,4.25781
3.466000e-05,0.0109375,4.64844
3.468000e-05,0.00828125,0.546875
3.470000e-05,0.0078125,2.5
3.472000e-05,0.009375,1.71875
3.474000e-05,0.00421875,0.46875
3.476000e-05,0.0101562,4.72656
3.478000e-05,0.0134375,2.85156
3.480000e-05,0.008125,1.71875
3.482000e-05,0.0053125,2.53906
3.484000e-05,0.0139063,3.16406
3.486000e-05,0.00640625,0.0390625
3.488000e-05,0.014375,0.9375
3.490000e-05,0.0139063,1.79688
3.492000e-05,0.00578125,0.507812
3.494000e-05,0.00703125,1.60156
3.496000e-05,0.00125,0.742188
3.498000e-05,0.0140625,3.47656
3.500000e-05,0.00921875,2.10938
3.502000e-05,0.00875,3.08594
3.504000e-05,0.0084375,2.53906
3.506000e-05,0.0123437,1.75781
3.508000e-05,0.0046875,3.51562
3.510000e-05,0.00671875,0.742188
3.512000e-05,0.0128125,0.976562
3.514000e-05,0.0096875,2.89062
3.516000e-05,0.0123437,2.1875
3.518000e-05,0.01125,1.75781
3.520000e-05,0.01,3.4375
3.522000e-05,0.005,1.09375
3.524000e-05,0.003125,2.46094
3.526000e-05,0.0126563,3.16406
3.528000e-05,0.00828125,1.95312
3.530000e-05,0.005625,4.17969
3.532000e-05,0.00171875,0.703125
3.534000e-05,0.00734375,1.64062
3.536000e-05,0.0090625,3.08594
3.538000e-05,0.00890625,2.65625
3.540000e-05,0.00203125,1.28906
3.542000e-05,0.0115625,2.14844
3.544000e-05,0.00765625,2.07031
3.546000e-05,0.0090625,4.6875
3.548000e-05,0.00921875,3.35938
3.550000e-05,0.0090625,1.71875
3.552000e-05,0.01125,1.99219
3.554000e-05,0.0104688,2.34375
3.556000e-05,0.0159375,3.4375
3.558000e-05,0.0117188,2.61719
3.560000e-05,0.0084375,4.41406
3.562000e-05,0.0140625,3.55469
3.564000e-05,0.0071875,0
3.566000e-05,0.0028125,4.33594
3.568000e-05,0.00515625,2.85156
3.570000e-05,0.00890625,1.67969
3.572000e-05,0.0107812,1.40625
3.574000e-05,0.00640625,4.88281
3.576000e-05,0.008125,1.5625
3.578000e-05,0.00265625,4.25781
3.580000e-05,0.014375,1.95312
3.582000e-05,0.00765625,2.30469
3.584000e-05,0.00765625,3.39844
3.586000e-05,0.00734375,2.26562
3.588000e-05,0.0096875,2.22656
3.590000e-05,0.010625,2.46094
3.592000e-05,0.0084375,0.390625
3.594000e-05,0.0129687,1.44531
3.596000e-05,0.0135938,1.71875
3.598000e-05,0.0065625,4.49219
3.600000e-05,0.0096875,1.875
3.602000e-05,0.00203125,3.59375
3.604000e-05,0.0125,4.17969
3.606000e-05,0.0021875,1.99219
3.608000e-05,0.009375,1.67969
3.610000e-05,0.01125,3.28125
3.612000e-05,0.0139063,5.03906
3.614000e-05,0.0021875,3.04688
3.616000e-05,0.0123437,2.65625
3.618000e-05,0.001875,3.28125
3.620000e-05,-0.00171875,1.83594
3.622000e-05,0.0009375,1.40625
3.624000e-05,0.0059375,3.08594
3.626000e-05,0.0075,1.01562
3.628000e-05,0.006875,2.34375
3.630000e-05,0.00734375,3.75
3.632000e-05,0.0125,3.16406
3.634000e-05,0.00734375,2.85156
3.636000e-05,0.0142188,3.82812
3.638000e-05,0.00796875,2.26562
3.640000e-05,0.0109375,2.53906
3.642000e-05,0.0132813,1.52344
3.644000e-05,0.00421875,4.60938
3.646000e-05,0.0109375,3.00781
3.648000e-05,0.0071875,2.22656
3.650000e-05,0.0135938,3.71094
3.652000e-05,0.01625,2.53906
3.654000e-05,0.00390625,3.39844
3.656000e-05,0.00609375,2.65625
3.658000e-05,-0.00015625,2.22656
3.660000e-05,0.00125,1.44531
3.662000e-05,0.00046875,3.98438
3.664000e-05,0.00875,-0.585938
3.666000e-05,0.0159375,1.25
3.668000e-05,0.0114063,4.64844
3.670000e-05,0.00671875,1.60156
3.672000e-05,0.00875,1.95312
3.674000e-05,0.0175,2.5
3.676000e-05,0.0129687,3.35938
3.678000e-05,0.0126563,3.32031
3.680000e-05,0.00296875,2.07031
3.682000e-05,0.011875,5.23438
3.684000e-05,0.00640625,4.33594
3.686000e-05,0.005,1.05469
3.688000e-05,0.00921875,3.75
3.690000e-05,0.0146875,5.11719
3.692000e-05,0.0164063,3.28125
3.694000e-05,0.0107812,1.17188
3.696000e-05,0.0075,0.390625
3.698000e-05,0.01125,2.26562
3.700000e-05,0.0046875,1.5625
3.702000e-05,0.0125,2.61719
